title,publication_date,source,url,description,ce_areas,ai_technologies,ce_area_count,ai_tech_count,is_classified
Dynamic Business: Māori economy forecast to double to $70k per person by 2040,2025-12-09T08:00:00Z,New Zealand Herald,https://www.nzherald.co.nz/business/business-reports/dynamic-business/dynamic-business-maori-economy-forecast-to-double-to-70k-per-person-by-2040/premium/OBNYJTLKNZFHBFUB2LK3BOKJ6A/,Opinion: The Māori Economy could deliver 22% of NZ's economic growth over 15 years,,,0,0,False
Private capital targets mission-critical software power and platforms in new space economy,2025-12-09T03:10:59Z,Space Daily,https://www.spacedaily.com/reports/Private_capital_targets_mission_critical_software_power_and_platforms_in_new_space_economy_999.html,"Los Angeles CA (SPX) Dec 09, 2025


Axle Point Capital and Balerion Space Ventures are directing new private capital into companies that build core infrastructure for the expanding U.S. space and defense economy, from mission software and guidance systems to …",Transportation,,1,0,False
AI UltraProd Announces U.S. Market Entry with Strategic Focus on High-Growth ADU Sector,2025-12-08T23:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/08/3202011/0/en/AI-UltraProd-Announces-U-S-Market-Entry-with-Strategic-Focus-on-High-Growth-ADU-Sector.html,"SecureTech Backing Enables AI UltraProd’s U.S. Accessory Dwelling Unit Beachhead; 2026 Rollout and Expansion Strategy  Roseville, Minnesota, Dec.  08, 2025...",,,0,0,False
Cemtrex stock becomes high risk casino for investors,2025-12-08T15:18:09Z,Rolling Out,https://rollingout.com/2025/12/08/cemtrex-stock-becomes-high-risk/,"Cemtrex Inc., a micro cap technology company trading on the Nasdaq Capital Market, has become a cautionary tale of extreme stock volatility. The company’s shares closed around $3.07 on December 5, representing a modest 3.7% daily gain but masking a devastatin…",,,0,0,False
Drone Nerds Expands Technology Portfolio with New Creality Partnership,2025-12-08T12:06:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/08/3201418/0/en/Drone-Nerds-Expands-Technology-Portfolio-with-New-Creality-Partnership.html,"Collaboration adds advanced 3D printing, scanning, and engraving solutions for consumer and enterprise needs Collaboration adds advanced 3D printing, scanning, and engraving solutions for consumer and enterprise needs",,Robotics/Automation,0,1,False
VinFast’s Global Presence Mirror Vietnam’s Growing National Ambition,2025-12-08T11:01:23Z,Financial Post,https://financialpost.com/pmn/business-wire-news-releases-pmn/vinfasts-global-presence-mirror-vietnams-growing-national-ambition,"MARKHAM, Ontario — From VinFast’s electric cars on Canadian roads to new ventures in energy and culture, Vingroup’s expansion reflects Vietnam’s evolution from a manufacturing base into a confident, innovation-driven economy with global reach. A VinFast VF 9 …",,,0,0,False
"Trends & Strategies Shaping the Global Smart Polymers Market, 2025-2035, by Type of Polymer, Stimulus, End User and Region Featuring Profiles of 22 Industry Players",2025-12-08T10:17:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/08/3201323/28124/en/Trends-Strategies-Shaping-the-Global-Smart-Polymers-Market-2025-2035-by-Type-of-Polymer-Stimulus-End-User-and-Region-Featuring-Profiles-of-22-Industry-Players.html,"The smart polymers market is expanding due to rising demand for adaptable, stimuli-responsive materials. Key opportunities include applications in biotechnology and medicine, integration with 3D printing for customization, and growth in the automotive and ele…",Structural,Robotics/Automation,1,1,True
"Gate Ventures Vision 2026: 5 Frontier Forces Reshaping Global Flow of Value, Compute, and Intelligence",2025-12-08T08:55:23Z,BeInCrypto,https://beincrypto.com/gate-ventures-2026-crypto-outlook/,Gate Ventures identifies five frontier forces — from on-chain aggregators to AI compute miners—reshaping the Web3 and global economy in their 2026 outlook.,,,0,0,False
How Solar Space Farms Promise Steady Power via Microwave or Laser Links,2025-12-08T08:14:07Z,Geeky Gadgets,https://www.geeky-gadgets.com/orbital-solar-energy/,"What if the boundless energy of the sun could be harnessed not just from Earth, but from the vast expanse of space itself? Imagine a future where colossal satellites orbit the planet, capturing sunlight 24/7 and beaming it back to Earth as clean, uninterrupte…",Environmental Engineering,,1,0,False
NASA to send a robotic arm into low Earth orbit,2025-12-08T07:07:00Z,Notebookcheck.net,https://www.notebookcheck.net/NASA-to-send-a-robotic-arm-into-low-Earth-orbit.1180292.0.html,"NASA and its partners plan to launch a commercial robotic arm to low Earth orbit in late 2027. This move is set to provide opportunities for advancing in-space robotics, which scientists believe will be crucial in future space missions.",,Robotics/Automation,0,1,False
"The Grandma Test: When Your Mom Can Use DePIN, Mass Adoption Has Arrived",2025-12-06T15:00:00Z,CoinDesk,https://www.coindesk.com/opinion/2025/12/05/the-grandma-test-when-your-mom-can-use-depin-mass-adoption-has-arrived,"Mass adoption doesn't happen when crypto enthusiasts start using the technology: it happens when your grandma does it without even realizing it, argues Uplink co-founder Carlos Lei.",,,0,0,False
How a 4-H club in Colorado attracted a $1.2 million donation,2025-12-06T12:13:44Z,The Colorado Sun,http://coloradosun.com/2025/12/06/donation-4-h-club-colorado-san-luis-valley/,"Do-gooder Larry Brown got the local farm club back in shape. A stranger noticed. Plus: AG settles with Greystar, SecureSavings expands, another Golden moon mission, more!",,,0,0,False
Seabed Mining Meets Reality: What the Technoeconomic Evidence Shows,2025-12-06T01:56:32Z,CleanTechnica,https://cleantechnica.com/2025/12/05/seabed-mining-meets-reality-what-the-technoeconomic-evidence-shows/,I was pleased to be asked to complete the technoeconomic assessment of seabed mining by the National Ocean Protection Coalition and to join the webinar discussing its results. It is not often that I have the opportunity to bring together decades of work in co…,Geotechnical,,1,0,False
Russia-India Business Forum,2025-12-06T00:28:45Z,Globalsecurity.org,https://www.globalsecurity.org/wmd/library/news/russia/2025/12/russia-251205-kremlin04.htm,Vladimir Putin and Prime Minister of India Narendra Modi took part in the plenary session of the Russia-India Business Forum.,,,0,0,False
"UPSC Key: Indigo flight cancellation, Census 2027, and Flex fuel vehicles",2025-12-05T13:48:40Z,The Indian Express,https://indianexpress.com/article/upsc-current-affairs/upsc-key-indigo-census-2027-india-russia-flex-fuel-vehicles-10404519/,"Why is the Indigo flight chaos in wake of new FDTL norms important for your UPSC exam? What significance do topics such as the India-Russia relationship, Census, and E20 fuel have for both the Preliminary and Main exams? You can learn more by reading the Indi…",,,0,0,False
Zoomlion Recognized as Top-Tier Smart Factory at 2025 World Intelligent Manufacturing Conference,2025-12-05T08:22:00Z,PR Newswire UK,https://www.prnewswire.co.uk/news-releases/zoomlion-recognized-as-top-tier-smart-factory-at-2025-world-intelligent-manufacturing-conference-302633879.html,"CHANGSHA, China, Dec. 5, 2025 /PRNewswire/ -- Zoomlion Heavy Industry Science & Technology Co., Ltd. (""Zoomlion""; 1157.HK) was named one of the first 15 industry-leading smart factories at the 2025 World Intelligent Manufacturing Conference on November 27, 20…",,,0,0,False
Downtown Los Angeles,2025-12-04T22:44:58Z,Mvdirona.com,https://mvdirona.com/2025/12/downtown-los-angeles/,"Los Angeles’ Broadway Theater and Commercial District is the historic core of downtown of the city and is known for its architecturally ornate theaters and department stores. By 1931 the area had the highest density of theaters in the world, with seating capa…",,,0,0,False
Suzlon unveils plan for three new AI-enabled smart blade units,2025-12-04T18:43:11Z,The Times of India,https://economictimes.indiatimes.com/industry/renewables/suzlon-unveils-plan-for-three-new-ai-enabled-smart-blade-units/articleshow/125773271.cms,Suzlon Energy is launching three new AI-powered smart blade factories. This expansion will boost its manufacturing capabilities across India. The new facilities aim to improve blade quality and production efficiency. Suzlon is also upgrading its existing plan…,,,0,0,False
Westinghouse and PROMATION Sign Agreement for New-Build Projects in Canada and Globally,2025-12-04T17:21:52Z,Financial Post,https://financialpost.com/pmn/business-wire-news-releases-pmn/westinghouse-and-promation-sign-agreement-for-new-build-projects-in-canada-and-globally,"Memorandum of Understanding Supports Deployment of AP1000® and AP300™ Technologies PETERBOROUGH, Ontario — Westinghouse Electric Company and PROMATION Ltd have signed a memorandum of understanding (MoU) to support nuclear new-build projects in Canada and glob…",,,0,0,False
Two arrested in protest outside L.A. synagogue featuring Israeli defense firm,2025-12-04T08:20:33Z,Haaretz,https://www.haaretz.com/israel-news/2025-12-04/ty-article/two-arrested-in-protest-outside-l-a-synagogue-featuring-israeli-defense-firm/0000019a-e80d-dac6-a1ff-fbed4bc90000,"Police arrested two people for battery and vandalism as protesters targeted speakers from Israel's police and Elbit Systems. Mayor Karen Bass and the synagogue's rabbi condemned the demonstration as antisemitic, calling it 'a disturbing outbreak of hate'",,,0,0,False
NASA to test commercial robotic arm in orbit to advance in space construction,2025-12-04T07:35:36Z,Space Daily,https://www.spacedaily.com/reports/NASA_to_test_commercial_robotic_arm_in_orbit_to_advance_in_space_construction_999.html,"Greenbelt MD (SPX) Dec 04, 2025


NASA and industry partners will fly and operate a commercial robotic arm in low Earth orbit through the Fly Foundational Robots mission set to launch in late 2027. This mission will support development of in space operations …",Structural,Robotics/Automation,1,1,True
U.S. energy shortfall threatens AI race against China: Nuclear plans fall short as power grids hit limits,2025-12-04T06:00:00Z,Naturalnews.com,https://www.naturalnews.com/2025-12-04-us-energy-shortfall-threatens-ai-race-against-china.html,"U.S. Energy Deficit Cripples AI Growth – China produces 10,000+ TWh annually (double the U.S.), while America’s grid is maxed out, forcing AI data centers to halt expansion. Trump’s proposed 10 nuclear plants would add just 100 TWh—far too little, too late. C…",,,0,0,False
"North America $236.55 Bn Tilt Sensor Markets, 2025-2033 by Housing Material Type, Technology, Application, Countries and Company Analysis",2025-12-03T15:43:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/03/3199115/28124/en/North-America-236-55-Bn-Tilt-Sensor-Markets-2025-2033-by-Housing-Material-Type-Technology-Application-Countries-and-Company-Analysis.html,"The North American tilt sensor market is projected to grow from US$ 96.47 million in 2024 to US$ 236.55 million by 2033, with a CAGR of 10.48% from 2025 to 2033. Key growth drivers include technological advancements, rising demand for automation, and precisio…",Structural,Robotics/Automation,1,1,True
Amazon Races to Beat Nvidia and Google with Trainium3 —AI Costs May Finally Drop,2025-12-03T13:10:22Z,International Business Times,https://www.ibtimes.com/amazon-races-beat-nvidia-google-trainium3-ai-costs-may-finally-drop-3791845,"Amazon unveiled its Trainium3 chip and the multimodal Nova 2 Omni model at re:Invent, intensifying the AI race.",,Machine Learning,0,1,False
Unlimited Industries’ AI-Powered Construction Raises $12 Million Seed Round,2025-12-03T13:00:00Z,Forbes,https://www.forbes.com/sites/charliefink/2025/12/03/unlimited-industries-ai-powered-construction-raises-12-million-seed-round/,"Unlimited Industries raises $12 million dollars to bring AI driven design and fixed price construction to data centers, energy projects and industrial infrastructure.","Transportation, Structural",,2,0,False
Bacterial partnership offers pathway to produce Mars regolith bricks for future habitats,2025-12-03T12:22:17Z,Marsdaily.com,https://www.marsdaily.com/reports/Bacterial_partnership_offers_pathway_to_produce_Mars_regolith_bricks_for_future_habitats_999.html,"Los Angeles CA (SPX) Dec 03, 2025


Human missions to Mars will require robust shelters that can be built without hauling heavy materials from Earth, pushing engineers and scientists to focus on in situ resource utilization of the planet's regolith. A new per…",Structural,,1,0,False
